,id,geom_id,lines,color_symbol,length,x,y,num
192,945,2000362,J-Z,J,2003.36883517,-73.95356211880349 -73.95221211945545 -73.9521671189679 -73.9521211197737 -73.95207612005157 -73.95203111917043 -73.95198611785018 -73.95194111892226 -73.95189611955863 -73.95185211895055 -73.95180711799594 -73.95176311816495 -73.95171811917531 -73.9516741189414 -73.95163011946306 -73.95158611883177 -73.9515421177735 -73.94753911798313 ,40.706825500032664 40.70636150197598 40.70634450234 40.70632750227099 40.706309502131404 40.70629150197366 40.70627250223034 40.70625350247039 40.706233502224336 40.70621350147785 40.70619250252898 40.70617150218088 40.70614950182907 40.70612750277943 40.706104502344395 40.70608150189198 40.70605750275524 40.70382450607814 ,18
193,946,2000325,G,G,2460.3337411,-73.95030799963305 -73.95141799953497 ,40.7060916670082 40.71279166622283 ,2
194,947,2000363,J-Z,J,2182.94109598,-73.94753911798313 -73.94326411553415 -73.943223115327 -73.94318211547996 -73.94314111533123 -73.94310011402878 -73.94306011581442 -73.94302011559328 -73.94298011507034 -73.94294011609063 -73.94290111546474 -73.94286111503236 -73.94282211414013 -73.94278311596945 -73.94274511529609 -73.94270611567684 -73.94266811473861 -73.9426281153464 -73.94258911463518 -73.94254911444197 -73.94251011379298 -73.94247011365927 -73.94243011592356 -73.9423901143487 -73.94235011580844 -73.94231011579627 -73.94227011581408 -73.94223011381176 -73.94218911524213 -73.9421491144816 -73.94210811510452 -73.94206811440188 -73.94125711465432 ,40.70382450607814 40.70142751175811 40.70140351180363 40.70138051230364 40.70135651231984 40.70133251232078 40.701307512334246 40.70128351100071 40.70125851278614 40.70123451142523 40.701209511877614 40.70118451182041 40.70115851177671 40.70113351219008 40.701108513086346 40.70108251300369 40.70105651340522 40.70103051279792 40.70100451267481 40.70097951340901 40.70095351145792 40.700928513064994 40.70090351285828 40.70087751306708 40.700853513300984 40.70082851305115 40.70080351278729 40.70077951297749 40.70075451308462 40.700730513247116 40.700706512893305 40.7006825130275 40.70021551416617 ,33
195,948,2000521,L,L,2504.79595168,-73.93314700024209 -73.93351300057536 -73.9335789998578 -73.93364500167452 -73.93371200002258 -73.9337800006309 -73.93384800041966 -73.93391800119855 -73.93398799979165 -73.93405899966059 -73.93413000089994 -73.93420300096395 -73.93427600003724 -73.93435000019998 -73.93442399957725 -73.93449999995596 -73.93457600074242 -73.93464600069557 -73.93471499955925 -73.934785001681 -73.93485600134858 -73.93492600069368 -73.9349970009216 -73.93506799996203 -73.9351389997599 -73.93520999954931 -73.93528100008865 -73.93535300052422 -73.9354239994254 -73.93549599940161 -73.93556900120235 -73.93564000079665 -73.9379529997009 -73.9381430007838 -73.9383219999759 -73.93849100017013 -73.93864800022614 -73.93879399894854 -73.93892900114555 -73.93905299886285 -73.93916600134918 -73.93926800035875 -73.93935800101303 -73.93943700058604 -73.93950500025558 -73.93956200118974 -73.93960800008338 -73.93964300016796 -73.93985000042287 ,40.70615166680729 40.706093666118946 40.70608366621838 40.70607466674986 40.70606666648482 40.70605866585682 40.70605266702559 40.70604666750194 40.70604166750237 40.70603766760169 40.70603466722599 40.70603266661647 40.7060316664285 40.706030666765194 40.70603166618973 40.70603266760583 40.70603566720731 40.70603766648535 40.70603966695403 40.7060406674813 40.706041666729604 40.706040667133266 40.70603866669061 40.70603666620353 40.70603266653725 40.706028666827166 40.70602266703743 40.70601666686493 40.706008666949685 40.70600066665114 40.70599066593149 40.70598066674762 40.70553366657955 40.705504667004966 40.70548766684365 40.70548466671936 40.705494666942 40.70551766719125 40.7055536666108 40.70560366660384 40.70566666764263 40.70574266705338 40.70583266661018 40.70593566639699 40.706051667337114 40.706180666748565 40.7063236669146 40.70647966648057 40.70773866645611 ,49
196,949,2000520,L,L,1544.528299,-73.93985000042287 -73.94040700026079 -73.9404150000977 -73.94042400111746 -73.9404339997705 -73.94044599989051 -73.94045900030798 -73.94047400072589 -73.94048999997672 -73.94050799952589 -73.9405270014638 -73.94054700016929 -73.94056900007823 -73.94059300030732 -73.94061700057898 -73.94064300117677 -73.9406700009277 ,40.70773866645611 40.71108666686269 40.71113966697618 40.71119266670637 40.711245667852246 40.71129966689794 40.71135466692705 40.71140966708795 40.71146466596186 40.711520666334515 40.711576667221834 40.711633666386426 40.7116906674808 40.71174866736897 40.71180666635109 40.71186566682682 40.711925667378246 ,17
197,950,2000288,E,A,546.299303552,-73.94156300180701 -73.93978000081758 ,40.747420666036746 40.74806066599514 ,2
198,951,2000166,7,7,1951.13799343,-73.98835580772817 -73.98475499941372 -73.98470300027031 -73.98464900084467 -73.98459300067408 -73.98453700006304 -73.98447899964567 -73.98442099995866 -73.9843609994996 -73.98430100094298 -73.9842389992321 -73.9841759997258 -73.98411200004773 -73.98404700042784 -73.98398100061955 -73.9839139994289 -73.9838459996998 -73.983747998689 -73.98370500174963 -73.98366099849318 -73.98361599982422 -73.98357000076403 -73.98352300037712 -73.9834749986679 -73.98342600012883 -73.98337599909024 -73.98332500029406 -73.9832729999417 -73.98321999921973 -73.98316599982012 -73.98311099980629 -73.98305500112615 -73.98299799972463 -73.98293599976869 -73.982871998843 -73.98280800058204 -73.98274300080628 -73.98267700070305 -73.98260900057015 -73.98254099982422 -73.98247199968452 -73.98240199923191 -73.98233200001829 -73.98226000013614 -73.9821869987703 -73.98211299920969 -73.98203899998306 -73.98196300102563 ,40.7557168216192 40.75424166718822 40.75422366639513 40.754206667574564 40.75419266714412 40.754180665808455 40.75417266602226 40.754166666229544 40.75416366662012 40.754162667002326 40.75416466666283 40.754169667537525 40.75417766692294 40.75418766705737 40.75420066659967 40.75421666734889 40.75423366748012 40.75425566655047 40.754262667308936 40.75426866654659 40.754272667404265 40.75427566673962 40.75427666679141 40.75427566665776 40.75427366589916 40.75426966675353 40.754263667419174 40.754256666554774 40.754248665960134 40.75423766651209 40.754226666891945 40.75421266661456 40.75419766660087 40.75417866667394 40.75415866685498 40.75413766743974 40.75411566647684 40.754092666666175 40.754069666515655 40.75404466630226 40.75401966589649 40.75399366663594 40.753967666432445 40.75393966675603 40.75391066731853 40.753881666779165 40.75385166663107 40.75382066746158 ,48
199,952,2000167,7,7,1859.38616467,-73.98196300102563 -73.98115100042902 -73.98108100043986 -73.9810060012904 -73.98097099930573 -73.98093200138608 -73.98089100105292 -73.98084800006701 -73.98076699883617 -73.98068600030203 -73.97871899918093 -73.97864999915234 -73.9785840002516 -73.97852199951065 -73.97846000084299 -73.97839499963925 -73.97833499956955 -73.97604100005111 ,40.75382066746158 40.75348266598391 40.75345466679616 40.75342966722602 40.753418667176966 40.75340966647868 40.75340066723601 40.75338966672279 40.75336366643755 40.75333266738932 40.75251066704555 40.75248366702275 40.752462666685354 40.75244766712496 40.75243366619234 40.75241466685668 40.75239066701641 40.75143066619897 ,18
200,953,2000339,B-D-F-M,B,1850.31495873,-73.98456900011291 -73.98132899954402 ,40.75422166741059 40.7586626674205 ,2
201,954,2000428,N-Q-R-W,N,2051.54356711,-73.98675399969117 -73.98620099987988 -73.98615400011732 -73.9861060001149 -73.98605600017686 -73.9860029996216 -73.98594899978727 -73.98589299999576 -73.98583499926852 -73.98577499975727 -73.98571200055888 -73.98564799872335 -73.98558200045622 -73.98551400004901 -73.98544400061678 -73.98537100049616 -73.98529800101534 -73.98413899963843 ,40.754671666193346 40.75642966669508 40.75656866662988 40.75670466683955 40.75683866586219 40.75697066717575 40.75710066741829 40.757228666466006 40.7573536665564 40.75747666634692 40.75759866707196 40.7577176662524 40.75783466602438 40.757948666823374 40.75806166686683 40.75817266736402 40.758279666869946 40.75990066669542 ,18
202,955,2000429,N-Q-R-W,N,1891.42156563,-73.98794999969867 -73.98757000014017 -73.98755599972574 -73.98754100104875 -73.98752599996807 -73.98751000062032 -73.9874929996367 -73.98747500019117 -73.98745700070381 -73.98743699996352 -73.98741700036051 -73.9873960002926 -73.98737499998637 -73.98735299902108 -73.9873290015189 -73.98730599884249 -73.98728100061574 -73.98675399969117 ,40.749566666800696 40.75181466642614 40.75189266672138 40.751970666005576 40.7520486670877 40.752126666257745 40.75220366665514 40.752281667402386 40.75235966634498 40.75243766686661 40.75251566738407 40.7525926664254 40.75267066682429 40.752748667108655 40.75282666626779 40.752903665969505 40.75298166680765 40.754671666193346 ,18
203,956,2000318,G,G,421.404629106,-73.97679700332257 -73.97651672638598 -73.97641776663028 -73.97636206093804 -73.97627570340687 -73.97614941248548 -73.97537500082055 ,40.68681006044894 40.68684678777421 40.686899294495845 40.68694974874956 40.68700184189914 40.6870416617187 40.687118666318256 ,7
204,957,2000086,2-3,1,2323.23511149,-73.9643750006249 -73.96846500104216 -73.96863100056608 -73.96877899951329 -73.96894699980929 -73.9690880006474 -73.96925900012869 -73.96939699968742 -73.96954600001901 -73.9696940004531 -73.969806000018 -73.97104600077033 ,40.671986667324376 40.67291466686527 40.67295466720318 40.672998667008905 40.673055667358476 40.67312066669129 40.6732076662509 40.67329866767658 40.67341366607336 40.673551665869304 40.673678666143914 40.675234666867055 ,12
205,958,2000510,S,L,1675.09158702,-73.95924499945693 -73.95762400074634 ,40.670342666584396 40.67477166685263 ,2
206,959,2000320,G,G,1898.84446228,-73.96683900002715 -73.96006999985116 ,40.688088667111366 40.688872666621606 ,2
207,960,2000103,2,1,2100.02996249,-73.94895899973994 -73.94957500006208 ,40.64509766666517 40.65084266702724 ,2
208,961,2000104,2,1,1875.53891937,-73.94841099994923 -73.94895899973994 ,40.6399666670616 40.64509766666517 ,2
209,962,2000101,2,1,2226.19562553,-73.95019999918163 -73.95085000068777 ,40.65665166664203 40.66274200082966 ,2
210,963,2000102,2,1,2123.47277482,-73.94957500006208 -73.95019999918163 ,40.65084266702724 40.65665166664203 ,2
211,964,2000091,3,1,2563.96640132,-73.9329420001622 -73.94216100054582 ,40.66889666681249 40.66939866665556 ,2
212,965,2000244,A-C,A,2660.26316256,-73.94085900019016 -73.95042600124451 ,40.67991866712692 40.680437666872024 ,2
213,966,2000099,2,1,948.433758858,-73.95068300021758 -73.950631998714 -73.95056900111987 -73.95055900012714 -73.95055699960308 -73.95056999982562 -73.95059600138447 -73.95063399904218 -73.95068400140417 -73.95074800145296 -73.95082299978522 -73.95091200012347 -73.95101300093144 -73.95112600029078 -73.95125200065894 -73.95139100010617 -73.95154199997772 -73.9517060003351 ,40.66788266582596 40.66846566667491 40.66911966706761 40.66921266712702 40.669299666885394 40.66938066664974 40.66945666602943 40.66952766638543 40.66959166676395 40.6696516667197 40.66970466713086 40.66975266660134 40.66979466737571 40.66983166719295 40.66986266596973 40.669888666836876 40.6699086670529 40.66992166651761 ,18
214,967,2000286,E,A,7423.19157003,-73.96905500130444 -73.96270499950685 -73.9626300006676 -73.96255500003728 -73.96248100012816 -73.96240699967842 -73.96233499940575 -73.96226400041827 -73.96219399978123 -73.96212400036133 -73.96205600054526 -73.96198900021831 -73.96192300060977 -73.96185700046966 -73.96179300049847 -73.96172899999759 -73.9616690003187 -73.95725099998312 -73.9569160001488 -73.95658300059077 -73.95625099937969 -73.95592000057263 -73.95559000047388 -73.95526099945546 -73.9549330004065 -73.9546050007561 -73.95427900098647 -73.95395399970013 -73.95362899994613 -73.9533050000614 -73.95298299900578 -73.95266099932981 -73.95234399940529 -73.94600000110792 ,40.75755166651703 40.75487166603482 40.754838667021275 40.75480266657355 40.75476666640275 40.75472966752345 40.75469266744945 40.75465466719662 40.754616667227495 40.75457666719339 40.754537667336194 40.75449666684533 40.75445566574546 40.75441366684729 40.75437166587291 40.75432866620193 40.7542846664644 40.75118166725956 40.75097466651406 40.75077766656069 40.750590667037194 40.750412666591885 40.75024366703376 40.75008466703345 40.74993466703961 40.74979466712866 40.7496636667325 40.74954266683119 40.74942966610768 40.74932766725479 40.74923366660058 40.74915066652947 40.74907466726048 40.74784566720576 ,34
215,1045,2000385,M,B,2151.42115688,-73.92739700170581 -73.91971100046786 ,40.69785666661523 40.69866366724958 ,2
216,968,2000360,J-Z,J,9042.73758995,-73.98756811807333 -73.98611311863439 -73.98606011766009 -73.986009118066 -73.9859581182872 -73.98590911891347 -73.98586011838121 -73.98581211892842 -73.9857651197959 -73.98571911818995 -73.98567411927058 -73.98563011905851 -73.98558711895026 -73.98554511894491 -73.98550412022593 -73.98546311797557 -73.98542411945927 -73.98528411800716 -73.98523211963459 -73.98518011892807 -73.98512812039795 -73.98507611930799 -73.98502411847248 -73.98497311870541 -73.98492211874108 -73.98487011872555 -73.98482011889533 -73.98476911878524 -73.98471811847155 -73.9846681196736 -73.98461811830362 -73.98456811790956 -73.984518119905 -73.97902911926647 -73.96131712024399 -73.96128112114398 -73.96124612024325 -73.96121112053896 -73.96117712021855 -73.96114311991145 -73.9611101213562 -73.96107812100243 -73.96104612066397 -73.96101511971294 -73.96098412054513 -73.96095412018042 -73.96092412041739 -73.96089512064005 -73.9608671202516 -73.96083911928326 -73.95963811883888 -73.95962111983272 -73.95960311909157 -73.95958511896396 -73.95956612065176 -73.95954711879628 -73.95952711875641 -73.95950611937991 -73.95948411945105 -73.95946211953127 -73.95943911966728 -73.95941611920306 -73.95939111945398 -73.95936712023853 -73.95934111933724 -73.95931512023616 -73.95788811782043 ,40.718270460967624 40.717816463750594 40.7177994629207 40.717782463210156 40.7177664639435 40.71774946353202 40.71773246309945 40.71771646323599 40.71769946391007 40.71768346245371 40.71766646423915 40.717650463896724 40.71763446366264 40.71761846443858 40.71760246352416 40.71758646439572 40.717570464605835 40.71751446388816 40.717493464539935 40.71747246336683 40.71745246353767 40.717433464151256 40.7174134642747 40.71739446407142 40.717376464312146 40.717358465299306 40.71734046382513 40.71732346356404 40.71730746464751 40.71729046537505 40.71727446474611 40.71725946456229 40.71724446435701 40.71558147150002 40.71020649186923 40.71019449216442 40.71018149141615 40.71016849155814 40.71015449065829 40.71014049154938 40.71012549140061 40.71010949201267 40.71009349261579 40.7100764912797 40.71005849216962 40.7100404915889 40.710021492333865 40.710002492510085 40.70998249165049 40.709961492117095 40.70898849290465 40.708974493000056 40.70896149320925 40.708947492947985 40.708934492801106 40.708921493550314 40.70890949351282 40.708896492652386 40.70888449370486 40.708872492952054 40.70886049364375 40.70884949389799 40.708837493874945 40.70882649376698 40.70881649251442 40.70880549349022 40.7083144952597 ,67
217,969,2000350,F,B,2348.49955265,-73.98811399890245 -73.9869290007412 -73.98684800088002 -73.98678600004666 -73.98674599981413 -73.98672700041412 -73.98672899943497 -73.98675199978129 -73.98679700132827 -73.98686300088725 -73.98695000052345 -73.98705800032056 -73.98718799970426 -73.9873389995595 -73.98751099973164 -73.98770399924909 -73.98791900082483 -73.98993800003434 ,40.718610667329294 40.72092166656991 40.72110066604858 40.721271666620446 40.721435666427006 40.72159166671122 40.72174066614881 40.72188066650879 40.722013667925324 40.722137666624924 40.72225466710622 40.72236466662045 40.72246566698955 40.72255866579399 40.72264466611885 40.722722666503756 40.722791665582136 40.72340166574911 ,18
218,970,2000430,N-Q-R-W,N,1498.06150459,-73.98869099933977 -73.98794999969867 ,40.745493666426036 40.749566666800696 ,2
219,971,2000121,4-5-6,4,2451.22064244,-73.97684799996475 -73.97603799967612 -73.97597900124266 -73.97592300020209 -73.97586899997106 -73.97581700018621 -73.97576799944011 -73.9757209991364 -73.97567600045696 -73.97563400081368 -73.97559400160951 -73.97555599928988 -73.97552099955996 -73.97548699966603 -73.9754559996275 -73.97542699921122 -73.97539999923463 -73.97192000084029 ,40.75177566641402 40.751966667327444 40.751982666931845 40.75199766577013 40.75201366636277 40.7520316673733 40.752050666751586 40.7520716665539 40.75209466678289 40.752118667190004 40.75214466622785 40.75217266659919 40.75220166715733 40.75223266704021 40.75226566667479 40.752299667189384 40.75233566634586 40.75710666670631 ,18
220,972,2000120,4-5-6,4,2612.98222813,-73.98207600039461 -73.97828699976101 -73.97826000068626 -73.97823199960892 -73.97820300061355 -73.9781719998864 -73.97814100064708 -73.97810800053318 -73.97807400164722 -73.97803799984848 -73.97800200072622 -73.97796400073206 -73.97792499960421 -73.9778840011582 -73.97784299980678 -73.97779999995655 -73.97775600016647 -73.97684799996475 ,40.74608066770486 40.751265666940625 40.75129766672574 40.751326666730144 40.7513546669773 40.75138066681434 40.75140566708176 40.751429666498545 40.75145166659282 40.75147166627169 40.75149066727884 40.751508666529496 40.75152466645282 40.75153966731854 40.75155266724519 40.75156466721061 40.751574666943526 40.75177566641402 ,18
221,973,2000515,L,L,1424.23472831,-73.98162800099436 -73.98612199907683 ,40.730952666286484 40.73284866649642 ,2
222,974,2000118,4-5-6,4,1335.292976,-73.9865990009621 -73.98426399999853 ,40.73986366638624 40.74306966697182 ,2
223,975,2000431,N-Q-R-W,N,1538.13606163,-73.98934400102907 -73.98919200004315 -73.98918599988238 -73.98918000089535 -73.98917300057836 -73.98916600143352 -73.98915999951322 -73.98915299948806 -73.98914600079891 -73.9891380007762 -73.98913100002262 -73.98912300030315 -73.98911599985506 -73.98910799909265 -73.98909999966645 -73.98909099890402 -73.98908300096717 -73.98869099933977 ,40.74130266729 40.74264266697914 40.74269966670256 40.74275666642528 40.74281166602731 40.7428666674296 40.742919667098114 40.742972667572424 40.7430246666824 40.74307466657192 40.74312466745534 40.7431726673174 40.743220666372565 40.743267666670235 40.74331366740462 40.743357667117145 40.74340166692372 40.745493666426036 ,18
224,976,2000119,4-5-6,4,1253.39470524,-73.98426399999853 -73.98207600039461 ,40.74306966697182 40.74608066770486 ,2
225,977,2000106,S,L,2293.39197208,-73.97918899989101 -73.98572799939157 -73.98577700035489 -73.9858230013379 -73.98586699986605 -73.98590900025064 -73.98594899936207 -73.98598700033062 -73.98602200034281 -73.98605500026174 -73.98608700032128 -73.98611599942015 -73.9861430005798 -73.98616700077322 -73.98619000012701 -73.9862110015356 -73.98622899960108 ,40.75276866674217 40.755521667490164 40.75554466705205 40.75556966714649 40.75559466697681 40.755621666568004 40.75564866770071 40.75567766589694 40.75570766777977 40.75573766670821 40.75576966732942 40.75580266714076 40.755836667165596 40.7558716663844 40.75590766683982 40.755944666612145 40.755982666482666 ,17
226,978,2000099,2,1,948.433758858,-73.95068300021758 -73.950631998714 -73.95056900111987 -73.95055900012714 -73.95055699960308 -73.95056999982562 -73.95059600138447 -73.95063399904218 -73.95068400140417 -73.95074800145296 -73.95082299978522 -73.95091200012347 -73.95101300093144 -73.95112600029078 -73.95125200065894 -73.95139100010617 -73.95154199997772 -73.9517060003351 ,40.66788266582596 40.66846566667491 40.66911966706761 40.66921266712702 40.669299666885394 40.66938066664974 40.66945666602943 40.66952766638543 40.66959166676395 40.6696516667197 40.66970466713086 40.66975266660134 40.66979466737571 40.66983166719295 40.66986266596973 40.669888666836876 40.6699086670529 40.66992166651761 ,18
227,979,2000089,3,1,345.067018591,-73.95046600066824 -73.9517060003351 ,40.669846666664505 40.66992166651761 ,2
228,980,2000243,A-C,A,1821.30381279,-73.95042600124451 -73.95233800107555 -73.95243200032682 -73.95252699958995 -73.95262400076186 -73.95272100053617 -73.9528210005765 -73.95292099994118 -73.95302300053234 -73.95312700069908 -73.95323200021805 -73.9533390005096 -73.95344699968614 -73.95355600060583 -73.95366699995341 -73.9537789998802 -73.95389299943571 -73.95684800014614 ,40.680437666872024 40.68054266697475 40.68054766680695 40.680553666546004 40.68056066660185 40.680569666617835 40.68057966645271 40.68059066577145 40.68060366676324 40.680617667149654 40.680633666990154 40.68065066711717 40.680668667119754 40.68068866656721 40.68070966718755 40.68073266724457 40.680756666664216 40.68137966658742 ,18
229,981,2000322,G,G,2892.95450705,-73.95352200087372 -73.94983599966731 -73.94962100074756 -73.9494230008985 -73.94924200008536 -73.94907900067427 -73.94893399995938 -73.94880499936895 -73.94869500032321 -73.94860199996074 -73.94852600069953 -73.94846799991868 -73.9484270003806 -73.94840399990352 -73.94839900014169 -73.94841099997593 -73.94844000185297 -73.94861700023462 -73.9486269996497 -73.94863800115091 -73.94864800059243 -73.94865800123067 -73.94866699980662 -73.94867699928619 -73.94868600025217 -73.9486959997569 -73.94870500074609 -73.94871400174753 -73.94872200068224 -73.94873099934078 -73.9487400003764 -73.9487480005251 -73.94875599950169 -73.949046001048 ,40.68962666659353 40.69005066637598 40.69010266625371 40.6901636657282 40.690233666688066 40.69031066601462 40.69039666652454 40.69049066692629 40.6905926659099 40.690702666237065 40.69082066614871 40.690946666124816 40.691080666645675 40.69122366684567 40.69137366669586 40.691532666689746 40.69169766631256 40.69246766620634 40.69251066656896 40.6925536664772 40.69259666683753 40.692639666296785 40.69268266620847 40.692725666565565 40.69276866647637 40.692811666831346 40.692854667640724 40.69289766754862 40.6929406670091 40.69298366601364 40.6930266659188 40.693069667178335 40.69311266753602 40.69456766681362 ,34
230,982,2000245,A-C,A,2816.97882048,-73.93072900066826 -73.94085900019016 ,40.67936366721646 40.67991866712692 ,2
231,983,2000366,J-Z,J,2045.03027693,-73.93481011073445 -73.9288139989298 ,40.696609521280834 40.69334166692946 ,2
232,984,2000365,J-Z,J,337.843155325,-73.93578811282053 -73.93481011073445 ,40.69716252120867 40.696609521280834 ,2
233,985,2000422,N-R-W,N,7385.38462504,-73.96725799979471 -73.95913100048301 -73.94693800038087 -73.94415200017498 ,40.76265966726587 40.75922966651382 40.75376466640938 40.75255266622306 ,4
234,986,2000327,G,G,2613.56016478,-73.95127700041006 -73.95364199997799 -73.95371200028728 -73.95377900087942 -73.95384400032927 -73.95390600024983 -73.95396400036971 -73.9540199993196 -73.9540730003803 -73.95412200041218 -73.95416900042451 -73.95421299895648 -73.95425400023268 -73.95429199949928 -73.95432600050945 -73.95435800143453 -73.95438500023066 -73.95444900020331 ,40.72463466587796 40.72877266639546 40.72889966719266 40.72903066680073 40.72916466606034 40.72930066681136 40.72943866685763 40.72957966656781 40.729723667348146 40.72986966653676 40.730018667201286 40.73017066804516 40.73032466680736 40.73048066619055 40.73063966716792 40.73080166693288 40.73096666699919 40.731351666910896 ,18
235,987,2000361,J-Z,J,1316.36018045,-73.95788811782043 -73.95356211880349 ,40.7083144952597 40.706825500032664 ,2
236,988,2000516,L,L,8503.3457548,-73.95687200089101 -73.97237599898536 -73.97242900068568 -73.97248400093098 -73.97254000104091 -73.9725990014697 -73.9726600004515 -73.97272300071934 -73.97278799913663 -73.97285499925677 -73.97292399949404 -73.97299400043653 -73.97306699936347 -73.97314200078895 -73.97321900078829 -73.97329800092817 -73.97337900043026 -73.98162800099436 ,40.7173036669373 40.72695666719932 40.72698966644468 40.72702166657822 40.72705466738916 40.727088666650644 40.72712166679134 40.727155666938586 40.7271896666229 40.727223667642754 40.72725866685765 40.72729266670084 40.727327666767465 40.72736366681954 40.72739866772263 40.72743466680165 40.72747066628857 40.730952666286484 ,18
237,1083,2000282,E,A,465.032579441,-73.98153088316762 -73.98007832171372 ,40.763003964064204 40.762364146948066 ,2
238,989,2000286,E,A,7423.19157003,-73.96905500130444 -73.96270499950685 -73.9626300006676 -73.96255500003728 -73.96248100012816 -73.96240699967842 -73.96233499940575 -73.96226400041827 -73.96219399978123 -73.96212400036133 -73.96205600054526 -73.96198900021831 -73.96192300060977 -73.96185700046966 -73.96179300049847 -73.96172899999759 -73.9616690003187 -73.95725099998312 -73.9569160001488 -73.95658300059077 -73.95625099937969 -73.95592000057263 -73.95559000047388 -73.95526099945546 -73.9549330004065 -73.9546050007561 -73.95427900098647 -73.95395399970013 -73.95362899994613 -73.9533050000614 -73.95298299900578 -73.95266099932981 -73.95234399940529 -73.94600000110792 ,40.75755166651703 40.75487166603482 40.754838667021275 40.75480266657355 40.75476666640275 40.75472966752345 40.75469266744945 40.75465466719662 40.754616667227495 40.75457666719339 40.754537667336194 40.75449666684533 40.75445566574546 40.75441366684729 40.75437166587291 40.75432866620193 40.7542846664644 40.75118166725956 40.75097466651406 40.75077766656069 40.750590667037194 40.750412666591885 40.75024366703376 40.75008466703345 40.74993466703961 40.74979466712866 40.7496636667325 40.74954266683119 40.74942966610768 40.74932766725479 40.74923366660058 40.74915066652947 40.74907466726048 40.74784566720576 ,34
239,990,2000236,F,B,614.308435873,-73.98773800077234 -73.9875819995276 -73.9875560000094 -73.98753200100457 -73.9875090004665 -73.98748800026186 -73.98746899939788 -73.98745200024584 -73.98743700025575 -73.98742299874803 -73.98741200101884 -73.98740200040751 -73.98739400034556 -73.98738699996233 -73.98738300082182 -73.98738000018464 -73.98737899893038 -73.98734300024628 -73.98734200058725 ,40.690700666557674 40.69094466637893 40.69099266632324 40.69104066647814 40.69108866763663 40.69113766587574 40.691186667029996 40.691235667498596 40.69128566595112 40.69133566631152 40.691385666098036 40.69143666736283 40.69148766614409 40.69153866683503 40.69159066652332 40.69164266722112 40.69169466633679 40.69233166727554 40.69233766638306 ,19
240,991,2000450,B,B,1518.34819362,-73.97689850590102 -73.97741600012695 -73.97742399896735 -73.97743700018152 -73.97745199982488 -73.97747199948999 -73.97749499992636 -73.97752199958406 -73.97755200120291 -73.97758700016209 -73.97762400027487 -73.97766600010222 -73.97771099986912 -73.97775999972292 -73.977811999183 -73.97786799906461 -73.97792800021853 -73.97880500078264 ,40.68448729391118 40.68718066749553 40.68722766686839 40.68727266718066 40.687316666511784 40.68735866677902 40.687398666688324 40.687436666433 40.68747266671621 40.687507666593824 40.68754066680922 40.68757266571147 40.68760166646931 40.6876296666115 40.68765566637014 40.68767966593356 40.68770266666718 40.68806766647394 ,18
241,992,2000470,D,B,1720.26944879,-73.97873766118222 -73.97819799975352 -73.9781690000107 -73.97814299932365 -73.9781180014135 -73.97809600105815 -73.97807500059379 -73.97805699854727 -73.97803999961802 -73.97802599977364 -73.97801400113353 -73.97800300003635 -73.97799499974349 -73.97798800021846 -73.97798400098432 -73.97798099982828 -73.97798000055828 -73.97830400058008 -73.97831200028523 -73.97832300040491 -73.9783380002523 -73.97835699962744 -73.97837999992942 -73.97840599981294 -73.9784359997775 -73.97846899900992 -73.97850599983897 -73.97854699958124 -73.97859199974575 -73.97864000037661 -73.97869100029415 -73.97874699996132 -73.97880500078264 ,40.68360270260618 40.68459766679794 40.68464066623961 40.68468266667307 40.684725667762 40.684768667614925 40.684810667183065 40.684853666889325 40.68489666678394 40.68493866677772 40.684981667622836 40.68502366638529 40.68506666709168 40.685109667088255 40.68515166718741 40.68519466704746 40.68523666681955 40.68744566677346 40.687495666594145 40.68754466650865 40.68759366717484 40.687639667179454 40.687685666131365 40.68772966740186 40.68777266624382 40.68781466606898 40.68785466659148 40.68789366647639 40.687930666149796 40.687966666792455 40.68800166659936 40.68803566593602 40.68806766647394 ,33
242,993,2000083,2-3,1,1618.56830942,-73.97766600007789 -73.97870800064398 -73.98049199914621 ,40.68435866654555 40.68578066730909 40.68824566584478 ,3
243,994,2000016,1-2-3,1,2567.10996394,-73.98749500058139 -73.98600900034236 -73.9857860001287 -73.98570899992454 -73.98563800076484 -73.9855690001232 -73.98551200101888 -73.98542100032724 -73.98533000036231 -73.98506299918417 -73.98495900005877 -73.98484100074002 -73.98472499962136 -73.98457699988104 -73.9844439988302 -73.98429399976156 -73.98384899994684 ,40.75528966676985 40.75734166607861 40.757637667191794 40.7577576670629 40.7578796676503 40.75801366676996 40.75815566654087 40.75837466685757 40.758630667039114 40.75940466613558 40.75971366710672 40.76001666606612 40.76028266612237 40.76059166717029 40.760820666513716 40.76103966597851 40.76172766732806 ,17
244,995,2000340,B-D-F-M,B,929.248344438,-73.98132899954402 -73.97970100020007 ,40.7586626674205 40.76089266668353 ,2
