,id,geom_id,lines,color_symbol,length,x,y,num
339,1092,2000290,M,B,1114.76171459,-73.93715116045955 -73.93707710304663 -73.93699957785273 -73.93692406829129 -73.9368525142315 -73.93677993290783 -73.93671049769647 -73.93664274794737 -73.9365768784267 -73.93651479835493 -73.93645410866596 -73.93639310447195 -73.93633557811212 -73.93627999350139 -73.93622739954922 -73.93617915182874 -73.93492683998619 -73.9347497670233 -73.93457046874927 -73.93438074166521 ,40.748823526746406 40.74884990266721 40.748878292877365 40.748910028619605 40.74894099924949 40.74897509132643 40.74901036024706 40.749047511210456 40.74908593648515 40.749125144549694 40.74916524394837 40.74920850211732 40.749252752733035 40.74929833174025 40.74934544593846 40.74939061472553 40.75055497187344 40.75071737163535 40.75086598491024 40.7510068133911 ,20
340,1093,2000300,F-M,B,2407.72941301,-73.88214260573521 -73.8820711896851 -73.88200077061242 -73.88193187035839 -73.88186249696965 -73.88179308980565 -73.88172571168535 -73.88165770011364 -73.88158867872794 -73.88152182925596 -73.88145477045089 -73.88138670950198 -73.88131990569457 -73.88125381621816 -73.88118761744254 -73.88112530740742 -73.87957546486021 -73.87951568267155 -73.8794592428808 -73.87940283665803 -73.87934680385928 -73.87929344566527 -73.87923975410544 -73.87918688794734 -73.87913614638352 -73.87908571935188 -73.87903607414303 -73.87898724087124 -73.87893937015112 -73.87889353308886 -73.87884785422521 -73.87880224861777 -73.87742420886941 ,40.7423195230778 40.742280838902154 40.74224215840489 40.742204311490546 40.742164250601185 40.74212458856005 40.74208512667222 40.74204372710151 40.742002314745434 40.741960655141355 40.741918248761664 40.74187484805032 40.74183162329243 40.741788220931376 40.741744413190744 40.74170163330305 40.74054847161535 40.74050156646227 40.740453318516586 40.74040161442807 40.74034838344105 40.74029318671889 40.740233841881775 40.7401724798463 40.740109522514274 40.74004292023266 40.739974180042665 40.73990236724949 40.73982864636932 40.739753207636426 40.7396735141498 40.739592008898704 40.73695386020698 ,33
341,1094,2000290,R,N,1074.5193376,-73.93733484157846 -73.93726289703203 -73.93719842357066 -73.93713593209544 -73.9370734872124 -73.93701406798495 -73.93695750396246 -73.93690125403687 -73.93684712289733 -73.93679520243967 -73.93674389187083 -73.93669489654059 -73.9366484235106 -73.93660400656701 -73.93656060081442 -73.93651484910619 -73.93526116202764 -73.93507623631544 -73.93488153208405 -73.9346832600451 ,40.749121806983496 40.7491474304485 40.749171040808086 40.749197305104815 40.7492243339229 40.74925224325577 40.74928097268085 40.74931182114145 40.74934339654425 40.74937618881808 40.74941008992655 40.74944483245683 40.749480581318444 40.74951700217003 40.74955588824687 40.74959871903254 40.750764361342156 40.75093396213638 40.75109534808901 40.751242518999184 ,20
342,1095,2000488,D,B,1768.7549606,-73.99535495911336 -73.99533995796553 -73.9953249579043 -73.99530995781753 -73.9952959587935 -73.9952819585631 -73.99526895828704 -73.99525595673515 -73.99524395743347 -73.99523195692822 -73.99521995640127 -73.99520895694619 -73.99519895738305 -73.9951889566192 -73.99517895701885 -73.99517095730124 -73.99466994891326 ,40.63146540108013 40.631521400170016 40.6315784006352 40.63163540019754 40.63169340027551 40.63175140035141 40.631809399565846 40.63186840015587 40.63192840036196 40.63198839966587 40.63204840076917 40.63210940058845 40.632171400024454 40.63223340035963 40.632295400693586 40.6323583997861 40.636290399682764 ,17
343,1096,2000427,N-Q-R-W,N,1985.25195233,-73.98413899963843 -73.98065800146374 ,40.75990066669542 40.764663667041205 ,2
344,1097,2000502,N,N,2266.03254293,-73.99041400025379 -73.99514999984618 -73.99521800112971 -73.9952839991709 -73.99534999952145 -73.99541400004055 -73.99547699947642 -73.99553999998801 -73.99560099956678 -73.99566099925566 -73.99572000017531 -73.99577800003024 -73.99583500000506 -73.99588999899414 -73.9959450003359 -73.99599899944138 -73.99605200098067 -73.99635300025969 ,40.62067066701641 40.623530667312 40.62357266681697 40.623615666677246 40.62366066655466 40.623708666847214 40.623758666219146 40.62381166608929 40.62386666680367 40.62392366750277 40.62398366596437 40.62404566711518 40.62410966645415 40.62417666622571 40.62424566602566 40.62431666671944 40.62439066698532 40.62484166725887 ,18
345,1098,2000110,4-5,4,1214.25386497,-74.01186199854168 -74.00950899970073 ,40.707556666776384 40.71036766743406 ,2
346,1099,2000006,1-2-3,1,1567.51928671,-74.0092660004712 -74.00724899911688 -74.00722699934337 -74.0072059997474 -74.00718600140478 -74.00716699969054 -74.00714999932315 -74.00713300033658 -74.00711700013385 -74.00710300031344 -74.0070890004778 -74.0070769996311 -74.00706599907765 -74.00705499969544 -74.00704599930788 -74.0070380002953 -74.00703100029207 -74.00688599918587 ,40.71547766602407 40.71803166728803 40.718062666024935 40.718094666962514 40.71812666693311 40.718159667304604 40.718192666647994 40.71822766692177 40.71826166576409 40.71829766631418 40.718333665961914 40.7183696663854 40.71840766587807 40.71844566717045 40.71848366653827 40.71852266631043 40.71856266738787 40.71931766721322 ,18
347,1100,2000007,1-2-3,1,1299.28628843,-74.00688599918587 -74.00627700014358 ,40.71931766721322 40.7228536664004 ,2
348,1101,2000514,L,L,1459.60904882,-73.98612199907683 -73.99073000015395 ,40.73284866649642 40.734788667241574 ,2
349,1438,2000065,2,1,2420.09779208,-73.8662560009763 -73.86384600082306 -73.86263300131881 ,40.87784966689674 40.88171466623573 40.88389466707248 ,3
350,1102,2000504,N,N,2293.13390547,-73.98184800081684 -73.98219499958427 -73.98223500007444 -73.98227500036874 -73.98231600070329 -73.98235899934312 -73.98240399983864 -73.98245000011337 -73.98249799988537 -73.98254700087901 -73.98259700020428 -73.98264900046907 -73.98270300023167 -73.98275799976389 -73.98281400024304 -73.98287200139539 -73.982932999409 -73.98301500028256 -73.9831010011827 -73.98319100093808 -73.98328500049045 -73.98338299960456 -73.98348499997321 -73.9835920001688 -73.98370299996633 -73.98381800080509 -73.98393699939018 -73.98406099996608 -73.98418899924545 -73.98431999984332 -73.98445699985265 -73.98459700142277 -73.98502599950258 ,40.61181466736914 40.61351066682476 40.61366866673332 40.61382366698976 40.61397366679034 40.61411966676638 40.61426166691619 40.61439966708474 40.61453366652266 40.61466266639831 40.614788666767154 40.61490966682184 40.6150266670384 40.61513966726415 40.61524866659752 40.615353666987176 40.61545466677703 40.615583666832975 40.615709665980745 40.6158326669128 40.61595366739721 40.616073666101684 40.61619066656171 40.61630466710816 40.6164176667416 40.616528666773156 40.616636666711734 40.616742666262404 40.61684666707209 40.61694866719038 40.617048666112005 40.61714566743796 40.61740966674357 ,33
351,1103,2000112,4-5-6,4,2405.31121908,-74.00413099938449 -74.00343700044563 -74.00340199916128 -74.00336900035818 -74.00333900041434 -74.00331100058965 -74.00328599963258 -74.00326299998392 -74.00324200046234 -74.00322399863762 -74.00320899929802 -74.00319499888192 -74.00318400095956 -74.00317600075573 -74.00316999952115 -74.003165999627 -74.00316499983593 -74.0030630002825 -74.00305899928085 -74.00305399936305 -74.00304799939006 -74.00304000044746 -74.00303100026248 -74.00302000110366 -74.00300799951545 -74.00299400013287 -74.00297900068466 -74.00296299998597 -74.00294500030424 -74.00292500045424 -74.00290499940388 -74.00288299940988 -74.00285900042668 -74.00019299927233 ,40.713064667144806 40.713849666766485 40.713888667113025 40.713929666523356 40.71397066673759 40.714013666919946 40.71405666700972 40.7141016661702 40.71414866620372 40.714195667049715 40.714243666475 40.714293667704915 40.71434466751584 40.71439566724268 40.71444866604664 40.714503666629525 40.714558666228925 40.7153706672542 40.715404666126034 40.715437666358234 40.71547066661651 40.715502666460246 40.71553466632968 40.715565667584855 40.71559666706399 40.71562666702736 40.71565666701481 40.71568666702592 40.71571566661901 40.715743667594104 40.71577166676469 40.71579966688224 40.715826665677824 40.718802667888454 ,34
352,1104,2000474,D,B,2331.8421495,-73.99801866839316 -73.99279966880994 ,40.66033371419709 40.66535071025847 ,2
353,1105,2000499,N,N,3031.62929073,-74.01171899917331 -74.01180499962105 -74.01189099998312 -74.01197999934014 -74.01206899979199 -74.01216100024192 -74.01225400081374 -74.01234800014116 -74.0124439996215 -74.012542000252 -74.01264100081625 -74.01274199917131 -74.01284500103694 -74.01294900046797 -74.01305500005435 -74.01316099972948 -74.01619000048144 -74.01623799970776 -74.01628500008665 -74.01633199905596 -74.01637899946824 -74.01642499866824 -74.01647099931363 -74.0165159996821 -74.01656100006676 -74.01660599953449 -74.016649999904 -74.01669399935776 -74.01673700089354 -74.01677999914972 -74.01682199973827 -74.01686400034319 -74.01948699991128 -74.0196039998187 -74.01971600013604 -74.01982499950975 -74.01992900017831 -74.02002899983714 -74.02012399990203 -74.02021600019889 -74.02030300059499 -74.02038599996818 -74.02046500067789 -74.02053900059616 -74.0206099995452 -74.02067599974777 -74.02073700001382 -74.02079500078763 -74.02083699906383 -74.02087200105885 -74.02089999935683 -74.02092099985678 -74.0209360005698 -74.02094300070821 -74.02094399985256 -74.0209380002786 -74.02092500016197 -74.0209050001133 -74.02087900019343 -74.02084499960398 -74.02080500147255 -74.0207579994791 -74.0207039995152 ,40.635063665957844 40.63509966711515 40.635134666830886 40.63516966616973 40.635203666763886 40.63523666559469 40.63526966694674 40.63530166673904 40.635333666238 40.63536466676287 40.635394665717094 40.63542466706615 40.63545366582499 40.63548166660414 40.63550966706208 40.635537666521664 40.63631866742223 40.63633066727249 40.63634266634366 40.636353666720346 40.63636566665361 40.63637766671062 40.63639066632502 40.636402666488685 40.63641466663473 40.636427667239765 40.63643966659485 40.63645266731026 40.63646466767755 40.636477666704636 40.63649066676214 40.63650366680429 40.637264667004814 40.63730066696949 40.63733866682411 40.637377666662815 40.63741766593987 40.637458667196604 40.63750166659191 40.6375456669124 40.63759066671732 40.63763666674149 40.6376836660926 40.637732667235255 40.63778266754324 40.63783366648087 40.637885665857965 40.637939667598104 40.63797766638932 40.63801766648725 40.63805866652288 40.63810066650014 40.63814466761803 40.63818866658908 40.63823466670479 40.6382826663458 40.63833066726046 40.638380666796614 40.6384326665701 40.63848466688753 40.63853866653085 40.63859366609969 40.63864966648489 ,63
354,1106,2000237,A-C,A,534.191713353,-73.98718563803102 -73.98729563811965 -73.98739563732066 -73.98748163636118 -73.9875566373674 -73.98761863644309 -73.98766763591745 -73.98770463541621 -73.98772963471566 -73.98774163447203 -73.98774063563376 -73.98772763408559 -73.98770163383317 -73.98766363330722 -73.98761263395397 -73.9875476338483 ,40.68933101309644 40.68939401349712 40.68946201414804 40.689532014129924 40.68960601473919 40.689683014410974 40.68976301406697 40.68984601383049 40.68993301328268 40.690022014085905 40.6901140149135 40.69021001363982 40.690309014186646 40.69041101305005 40.690516013712575 40.690623014677804 ,16
355,1107,2000456,B,B,1143.10570588,-73.96389099954982 -73.96449200120597 ,40.64092666659101 40.644030667643 ,2
356,1108,2000319,G,G,2393.54243165,-73.97537500082055 -73.96683900002715 ,40.687118666318256 40.688088667111366 ,2
357,1109,2000402,F,B,2966.80335392,-73.97977890460268 -73.9800319058945 -73.98006690680654 -73.98008590703749 -73.98008690783062 -73.98006990606069 -73.98003690817984 -73.97998690677409 -73.97991890743701 -73.9798339090774 -73.97973290826107 -73.97961390922852 -73.9794769107218 -73.97932390955758 -73.97915291086817 -73.97896591094188 -73.97876091193079 -73.9774069142052 -73.97721391519734 -73.9770339148534 -73.97686791573751 -73.97671391535829 -73.97657391619093 -73.97644591694916 -73.97633191777119 -73.97622991739091 -73.97614091809945 -73.97606491676576 -73.97600191901377 -73.97595191937545 -73.97591491794743 -73.97588992095127 -73.9758769185765 ,40.6439446359331 40.645300636152264 40.645516635971155 40.64572563688039 40.64592563579038 40.646118636354174 40.64630363573553 40.64648063644747 40.64664963649368 40.646810636017804 40.64696363695934 40.64710863622121 40.64724563734975 40.647374636137485 40.64749663713714 40.64760963698184 40.64771663665062 40.648252638751444 40.64834063798926 40.64843963932271 40.64854963941207 40.64866963923804 40.64880063973136 40.64894163915727 40.64909364024311 40.64925564034015 40.64942864016286 40.649611639265 40.649805639948916 40.65000963995807 40.65022363930879 40.65044963875438 40.65068564095189 ,33
358,1110,2000434,N-Q-R-W,N,2598.84113236,-73.99770200045987 -73.99262900082613 ,40.72432866597571 40.730327667103715 ,2
359,1111,2000453,B,B,2322.30887076,-73.96149499991193 -73.96146800081469 -73.96144499999274 -73.96142500007316 -73.96140799991777 -73.96139299977906 -73.96138199974736 -73.96137299918188 -73.96136799936006 -73.96136500139582 -73.9613650008912 -73.96136799964698 -73.96137400064559 -73.96138300032746 -73.96139399956213 -73.96140999942044 -73.9619369997216 -73.96194100003773 -73.96194599900828 -73.9619510003469 -73.96195599875459 -73.96196100071305 -73.96196600092176 -73.96197200035871 -73.96197799980033 -73.96198399986 -73.96199099976091 -73.96199700044235 -73.9620040009678 -73.9620110003173 -73.96201800085441 -73.96202599887278 -73.96210700021574 -73.96211100096664 -73.96211399894065 -73.96211800087681 -73.96212100003515 -73.9621240003776 -73.96212799938516 -73.96213099973 -73.96213300084301 -73.96213600062147 -73.9621390009694 -73.9621409997199 -73.9621439995021 -73.96214600005158 -73.96214800116955 -73.96215000053857 -73.96224599903174 ,40.65529166688412 40.65540566690417 40.655518665981276 40.655629666911004 40.65574066614086 40.65585066736478 40.65595866717862 40.65606666766162 40.656173667210965 40.65628066653069 40.656385666807736 40.656489666716084 40.656593665830336 40.65669566680222 40.656797665741784 40.65689966725748 40.66014066658287 40.66016366709939 40.660187666618945 40.660211667039526 40.66023666613168 40.66026166612523 40.660287667492334 40.66031366738843 40.66033966728415 40.660366665852514 40.66039466612526 40.66042266696785 40.66045166681315 40.66048066575701 40.660509666501824 40.66053966714865 40.6608246659096 40.66083666660964 40.66084866607875 40.660860666778895 40.66087266714864 40.660884666618216 40.66089766689025 40.660909666359615 40.660921666400455 40.66093466724376 40.660946666712796 40.66095866675267 40.66097166669516 40.66098466720929 40.660996667249755 40.661009666862874 40.66161366667857 ,49
360,1112,2000200,A-C,A,1377.31804266,-73.9841379994871 -73.98173599925292 ,40.764985666055445 40.76829566583548 ,2
361,1113,2000426,N-Q-R-W,N,662.307932311,-73.98065800146374 -73.979498999963 ,40.764663667041205 40.766253667479894 ,2
362,1114,2000458,Q,N,2139.21548695,-73.96142661166206 -73.96162182788767 -73.96163195186195 -73.96164128629675 -73.96165012091477 -73.96166039176333 -73.96166982956508 -73.96167841737466 -73.96168757566667 -73.96169740272472 -73.96170610205746 -73.96171501234912 -73.9617238838117 -73.96173280420713 -73.96174152022442 -73.96174945843165 -73.96175882246294 -73.96257902636648 ,40.62930029094387 40.63008616680159 40.63012464217793 40.63016104249268 40.63020129506259 40.63024340678289 40.63028304809929 40.630325024178575 40.63036980106297 40.630415011319116 40.630460440925354 40.63050696563274 40.63055526525027 40.63060482651104 40.63065422650979 40.63070581901392 40.63076095643625 40.63510511529248 ,18
363,1115,2000146,4,4,2795.12810709,-73.89006400005935 -73.88933500000546 -73.88929400036609 -73.88925300020529 -73.88921400012758 -73.88917500141825 -73.88913800160637 -73.88910199896532 -73.88906600102466 -73.88903199983756 -73.88899900104968 -73.8889659993616 -73.8889350008451 -73.88890500068898 -73.88887500000506 -73.88884700061159 -73.88882000076347 -73.88785700158665 -73.88782700176365 -73.88779600109932 -73.88776400077886 -73.88772999950909 -73.8876950009526 -73.8876590010472 -73.88762100068837 -73.88758100005273 -73.88754000093914 -73.88749800097148 -73.8874540007209 -73.887409000121 -73.8873630010411 -73.88731500048333 -73.88726599907037 -73.88465500046377 ,40.8734116666198 40.8740046664782 40.87404066740755 40.87407766696343 40.8741146666237 40.87415366625693 40.87419266689652 40.87423266622354 40.87427266644412 40.874314666757265 40.8743566662233 40.874399667020064 40.874443667476235 40.87448866662612 40.87453466711053 40.874580665912504 40.87462766611296 40.876763666912176 40.87681866658594 40.87687266663703 40.87692566706584 40.876977666897446 40.87702866710683 40.87707966723092 40.87712866721241 40.877177667033486 40.877225666325614 40.877272666886384 40.87731966638138 40.87736466670033 40.87740866648526 40.877452666998735 40.87749566697262 40.87974966719289 ,34
364,1116,2000147,4,4,2826.37330785,-73.88465500046377 -73.88169199994117 -73.88162900111556 -73.88156700118294 -73.88150600074253 -73.8814470011686 -73.88138900049722 -73.88133200051664 -73.88127600121844 -73.88122199984025 -73.8811690015363 -73.8811180005602 -73.88106700068002 -73.88101800052758 -73.88097100008423 -73.88092400016255 -73.88087899995548 -73.87875100051698 ,40.87974966719289 40.882309666931455 40.882367666658034 40.882425666474255 40.88248266594101 40.88254066607063 40.882598666295614 40.88265566617807 40.88271366660203 40.88277166635295 40.88282866666953 40.88288666675846 40.88294466772588 40.88300166668857 40.883059666332485 40.88311666641653 40.88317466718508 40.88603666707387 ,18
365,1117,2000063,2,1,2148.04454465,-73.86735200082393 -73.86716400052609 ,40.86546166659598 40.87135566653078 ,2
366,1118,2000064,2,1,2826.28541774,-73.86716400052609 -73.86702500068809 -73.86701599989608 -73.86699700110196 -73.86697000070076 -73.86692800145052 -73.86685900075332 -73.86678699966369 -73.86639299951507 -73.86672200087166 -73.8662560009763 ,40.87135566653078 40.87582666637797 40.87618966635376 40.87636666609198 40.87652266711264 40.87669266693139 40.87686066621412 40.876987667253665 40.87762366704875 40.87710666648838 40.87784966689674 ,11
367,1119,2000066,2,1,1631.73387931,-73.86263300131881 -73.86034100074048 ,40.88389466707248 40.88802166607757 ,2
368,1439,2000176,7,7,1564.46726444,-73.9240160000532 -73.91843500026478 ,40.74378066740423 40.7431316665151 ,2
369,1120,2000163,6,4,2346.9544551,-73.84295200122448 -73.842228999848 -73.84219300144498 -73.84215700064237 -73.84212100218588 -73.84208600207818 -73.84205100194949 -73.84201600060996 -73.84198200118394 -73.84194800054969 -73.84191500064875 -73.84188100116688 -73.84184900079875 -73.84181599966168 -73.84178400162386 -73.84175200121952 -73.8417210015439 -73.83743000073675 -73.83739800042703 -73.8373669996953 -73.83733500046212 -73.83730500159271 -73.83727400073623 -73.83724400183226 -73.83721400053966 -73.83718400034297 -73.83715500091145 -73.8371260002789 -73.83709700081465 -73.8370690008525 -73.837041002065 -73.83701300088394 -73.8369860004746 -73.83632200075303 ,40.83989166693307 40.84049666631659 40.840522666578856 40.84054866682656 40.8405736666166 40.84059766731272 40.84062166619707 40.84064466642066 40.84066666665613 40.840688666879906 40.84070966621468 40.84072966642169 40.84074866620874 40.84076766641542 40.84078666798855 40.840803665949075 40.84082066617446 40.84304466729011 40.843062666289484 40.84308066668934 40.843099666121866 40.843118666565985 40.84313766648922 40.84315666691736 40.84317566733429 40.84319566639308 40.84321566685689 40.84323566641118 40.8432556659598 40.84327666736203 40.843297666057644 40.843318666543944 40.84333966663681 40.843862667204995 ,34
370,1121,2000164,6,4,1493.66752459,-73.83632200075303 -73.83256900087379 ,40.843862667204995 40.84680966660449 ,2
371,1122,2000161,6,4,1478.94127885,-73.85122200035575 -73.85005500031355 -73.84998100054784 -73.84990700110666 -73.8498350007999 -73.84976300080093 -73.84969300121978 -73.84962300193256 -73.84955500186129 -73.84948700195274 -73.8494210012492 -73.84935499961641 -73.84929100063081 -73.84922700080445 -73.84916400058151 -73.84910299943104 -73.84904200097628 -73.84703600070819 ,40.83425466687328 40.83437866659009 40.83438866671255 40.83440166633818 40.83441666671862 40.834434666604686 40.83445566770256 40.83447966650752 40.83450666652755 40.83453566650792 40.834567666807494 40.834602667518624 40.834639666306586 40.83468066685925 40.83472366688277 40.834768666785926 40.834817667561005 40.83648766652701 ,18
372,1123,2000162,6,4,1677.84350189,-73.84703600070819 -73.84295200122448 ,40.83648766652701 40.83989166693307 ,2
373,1124,2000073,5,4,3965.72311686,-73.84638400110113 -73.83859100120532 ,40.869525666444936 40.878662666296265 ,2
374,1125,2000229,B-D,B,2929.45477429,-73.89350899937905 -73.89199799942025 -73.8918910004663 -73.89178100052969 -73.89167099959027 -73.89156000049466 -73.89144800118127 -73.89133600046975 -73.89122300046643 -73.89110899955251 -73.89099499966434 -73.89088000053776 -73.89076500009958 -73.89064900000525 -73.89053200145968 -73.8904150004654 -73.89029700151389 -73.88949500110206 -73.88939600008734 -73.8892990010813 -73.88920500149217 -73.88905664702392 -73.88891207451421 -73.88877146562739 -73.88863500084636 -73.88850285236832 -73.88837518883973 -73.88825217298796 -73.88813395805808 -73.88802069493646 -73.88791253095408 -73.88780960041564 -73.8877120328734 -73.88761995434047 -73.88753348371822 -73.88745272568181 -73.88737778728441 -73.88730876016487 -73.88724573477958 -73.88713799889574 ,40.8669776677182 40.86894866674212 40.86907366612731 40.86919466622494 40.869311667141545 40.869423666596255 40.86953266637215 40.86963866740706 40.869739666972926 40.8698366664095 40.86993066620353 40.8700196663233 40.87010566679662 40.87018766713465 40.87026566643513 40.8703406660845 40.87041066695111 40.87090066648428 40.87095166718717 40.87100566655291 40.87106066645845 40.871139232969256 40.87122176147909 40.87130814591943 40.87139827932053 40.871492045700265 40.8715893263718 40.87168999724001 40.87179393149917 40.87190099603789 40.87201105774133 40.872123971775444 40.87223959960487 40.87235779278512 40.872478401063326 40.8726012705704 40.87272624563818 40.87285316788123 40.87298187801186 40.87324399861646 ,40
375,1126,2000141,4,4,2141.97487329,-73.9117940004736 -73.91063100047101 -73.91058000103656 -73.91052700120535 -73.91047200065762 -73.91041700117057 -73.91036000214025 -73.9103020010639 -73.91024299998315 -73.91018300040794 -73.91012100008632 -73.91005799991343 -73.90999500078502 -73.90992900016184 -73.90986300041226 -73.90979600096648 -73.90972700074875 -73.90768400206588 ,40.848479667155445 40.85010466662165 40.85018166690392 40.850256667419174 40.850331666356524 40.85040666616812 40.85048166710033 40.85055566677771 40.85063066699418 40.850704666856025 40.85077866692798 40.850852666186285 40.85092666631063 40.85099966721162 40.8510736667203 40.85114666676315 40.85121966610114 40.85345266567391 ,18
376,1127,2000224,B-D,B,2598.48546084,-73.91340000008805 -73.91336200058694 -73.91332599986437 -73.9132889994092 -73.91325300174402 -73.91321599935948 -73.91317999988043 -73.91314300041257 -73.91310700147672 -73.91307000029232 -73.91303400057933 -73.91299700097906 -73.91296100190466 -73.91292400043973 -73.91288799949783 -73.91285000134057 -73.91163999986715 -73.91157500056643 -73.91150499991836 -73.91143000012882 -73.91135100079863 -73.91126600029433 -73.91117599955324 -73.91107999997134 -73.91098000078217 -73.91087499997761 -73.91076500125476 -73.91065000089803 -73.91052900044176 -73.91040399915028 -73.91027300011322 -73.91013600095089 ,40.83930566736055 40.83936966753274 40.8394356673894 40.83950266693113 40.839571667211075 40.83964366716817 40.839716666515024 40.83979266734271 40.83986966665845 40.839948667004045 40.840030666735814 40.840114667498426 40.840199666750046 40.84028766747827 40.84037666669593 40.84046866663772 40.84405466675596 40.84420066701423 40.844342667007524 40.8444816671764 40.8446176664787 40.844750666968565 40.844879667155126 40.84500566670472 40.84512866714556 40.8452486667927 40.845364667889456 40.84547766636401 40.845587666830056 40.84569466631938 40.845798666867765 40.84589966665215 ,32
377,1128,2000140,4,4,1677.13310661,-73.91468500140346 -73.9117940004736 ,40.844433666845966 40.848479667155445 ,2
378,1129,2000225,B-D,B,2145.59665377,-73.91013600095089 -73.90875500040251 -73.9085349998845 -73.90832400017997 -73.9081209997166 -73.90792599956744 -73.9077389998044 -73.90755999931585 -73.90738900054124 -73.90722700085085 -73.90707200118354 -73.90692500085099 -73.90678700099251 -73.90665600112966 -73.90653400090618 -73.90641900057767 -73.9063109990071 -73.9052270005111 ,40.84589966665215 40.846867666693655 40.84702766759268 40.84718666667042 40.847342666786474 40.84749666663032 40.847648667143275 40.84779866656238 40.847946666728 40.84809266757739 40.84823566619055 40.84837766609742 40.84851766678994 40.848655667582356 40.84879066697015 40.84892466695545 40.84905766665773 40.85040966722808 ,18
379,1130,2000138,4,4,1951.78005804,-73.92140000179371 -73.92047600087987 -73.92030900053474 -73.92012999969671 -73.91994800008526 -73.91955300100845 -73.91931200064475 -73.91911400125696 -73.91895099950344 -73.91877400000665 -73.91779100142813 ,40.835536667057006 40.837104666571214 40.83736066621394 40.8375556668381 40.837703666516916 40.83796666729835 40.83812966664773 40.838291666389544 40.838462667409075 40.83869866678702 40.84007466675022 ,11
380,1131,2000139,4,4,1805.76135758,-73.91779100142813 -73.91468500140346 ,40.84007466675022 40.844433666845966 ,2
381,1132,2000223,B-D,B,2456.10944165,-73.91843200004426 -73.91460300076126 -73.91450300022142 -73.91440499947635 -73.91430999933985 -73.91421799993108 -73.91412900008238 -73.91404300089587 -73.91396000011613 -73.91387900049934 -73.91380200004089 -73.91372800148903 -73.91365599951122 -73.91358800030243 -73.91352200113936 -73.91346000111393 -73.91340000008805 ,40.83376866634491 40.83769066676111 40.837800667262826 40.83791166690742 40.83802266689528 40.83813266678502 40.83824166748355 40.83835066584546 40.83845866682994 40.83856666654566 40.838673666041345 40.83878066682879 40.83888666591147 40.838991666597295 40.83909666784035 40.83920166664159 40.83930566736055 ,17
382,1133,2000226,B-D,B,2414.67785797,-73.9052270005111 -73.90153200112627 -73.90147600065889 -73.9014200009661 -73.90136499945473 -73.90131000019828 -73.90125600149608 -73.90120200000791 -73.90114799958606 -73.90109600039055 -73.90104300010557 -73.90099200046382 -73.90094000149769 -73.90089000080917 -73.90084000000512 -73.90078999966008 -73.90074100048419 ,40.85040966722808 40.85499566699222 40.85506366661953 40.855132666665575 40.85520266618207 40.85527266657406 40.85534366644039 40.85541566582373 40.855487666982896 40.855561666220964 40.85563566637704 40.8557096664239 40.85578566738152 40.85586166642951 40.855937666355274 40.85601566715057 40.85609266743828 ,17
383,1134,2000227,B-D,B,2068.77287054,-73.90074100048419 -73.89907800140486 -73.89903699896033 -73.89899700016055 -73.89895700095022 -73.89891800064571 -73.89888000010264 -73.89884200152329 -73.89880400082882 -73.89876799974817 -73.89873099993376 -73.89869499989253 -73.89866000081618 -73.89862500166495 -73.89859099992171 -73.89855699963833 -73.89852300013273 -73.89774900034745 ,40.85609266743828 40.85888066694829 40.85894766721718 40.85901366790409 40.85908066722038 40.859146666951986 40.859212667545876 40.85927966677263 40.85934566733999 40.85941166604665 40.85947766746669 40.85954366795106 40.859609665700724 40.859675667040946 40.859741667445526 40.85980666649497 40.85987266688006 40.86129566730236 ,18
384,1135,2000172,N-W,N,281.770528225,-73.94102075509849 -73.94013575501214 ,40.75107552838381 40.75069452697714 ,2
385,1137,2000206,B-D,B,1880.51002027,-73.9612645261337 -73.95796851625649 ,40.7960117524094 40.80052474588013 ,2
386,1138,2000207,B-D,B,1867.28224528,-73.9579685648837 -73.95469255657294 ,40.80052467926093 40.805004674560415 ,2
387,1139,2000202,B-D,B,2433.54918748,-73.97622062198826 -73.97195361206606 ,40.775513697554146 40.781352691245814 ,2
388,1140,2000200,B-D,B,1370.83130283,-73.98396682756092 -73.98154634546363 ,40.76493429832401 40.76821610764169 ,2
389,1141,2000201,B-D,B,3040.72450529,-73.9815465871794 -73.97622057221203 ,40.76821577449408 40.77551376688258 ,2
390,1142,2000204,B-D,B,2407.31274723,-73.96872653063512 -73.96450951862798 ,40.78578778434991 40.79156577734085 ,2
391,1143,2000203,B-D,B,1846.48625748,-73.97195341055777 -73.96872640260013 ,40.78135296584983 40.78578796081342 ,2
392,1144,2000205,B-D,B,1852.34301907,-73.9645095115141 -73.96126450360286 ,40.79156578634366 40.79601178211833 ,2
393,1371,2000038,1,1,2117.28827533,-73.90983100087242 -73.90964999969783 -73.90887800098598 -73.90826100099433 -73.9079499997033 -73.90762300015467 -73.90729599889434 -73.9068830001143 -73.90658499956429 -73.90630500001265 -73.90606100142774 -73.90574400025488 -73.90483400155304 ,40.87456066713903 40.874685667321174 40.87527566620944 40.875769666005894 40.8760016668313 40.876212666332435 40.87638766699287 40.876596665526066 40.87676466735502 40.87695666752088 40.87717566772354 40.877583666115285 40.87885566680033 ,13
